1000000,54.77519772475652,
1258925.4117941635,54.922620294534234,
1584893.192461111,54.972910101642505,
1995262.3149688747,54.93636644886427,
2511886.431509577,54.80617704209303,
3162277.660168373,54.557735613297154,
3981071.7055349695,54.1458284088485,
5011872.336272715,53.500400989055564,
6309573.444801917,52.52257405421329,
7943282.347242805,51.08461571813394,
9999999.99999998,49.04109155870838,
12589254.117941663,46.261123229439214,
15848931.924611108,42.685205547636464,
19952623.149688747,38.38649233728732,
25118864.31509577,33.59112501240053,
31622776.60168373,28.625300717492813,
39810717.05534969,23.8144641389962,
50118723.36272714,19.398980302922975,
63095734.44801917,15.505966435327421,
79432823.47242805,12.16861816909116,
99999999.99999979,9.36373136174545,
