1000000,0,-2.0000078956835207e-18,0,-0.0001256637061435917,-7.332767421892373e-18,9.332775317575895e-18,0.07913764857444511,-0.07901198486830151,
1047128.5480508964,0,-2.0000086574448244e-18,0,-0.0001315860541568337,-6.775588216034653e-18,8.775596873479477e-18,0.07553534415116311,-0.07540375809700628,
1096478.196143183,0,-2.0000094926994846e-18,0,-0.00013778751383299246,-6.267438183570954e-18,8.267447676270438e-18,0.07209326032002543,-0.07195547280619244,
1148153.6214968793,0,-2.0000104085380072e-18,0,-0.00014428123929948448,-5.804003620836899e-18,7.804014029374906e-18,0.06880409595973846,-0.06865981472043897,
1202264.4346174106,0,-2.0000114127349786e-18,0,-0.00015108100461865373,-5.381350415377886e-18,7.381361828112865e-18,0.06566087431170778,-0.06550979330708911,
1258925.4117941635,0,-2.0000125138150624e-18,0,-0.00015820123300440197,-4.995890649129009e-18,6.995903162944072e-18,0.06265692818139913,-0.062498726948394735,
1318256.7385564048,0,-2.0000137211253663e-18,0,-0.00016565702741576168,-4.644352140451071e-18,6.644365861576438e-18,0.059785885796323796,-0.05962022876890803,
1380384.264602881,0,-2.0000150449147907e-18,0,-0.0001734642025922944,-4.323750666464642e-18,6.323765711379433e-18,0.05704165729065593,-0.056868193088063644,
1445439.7707459251,0,-2.0000164964210307e-18,0,-0.00018163931859927653,-4.031364629875955e-18,6.031381126296986e-18,0.05441842178780964,-0.05423678246921036,
1513561.2484362042,0,-2.0000180879659745e-18,0,-0.00019019971595381498,-3.764711955241e-18,5.764730043206975e-18,0.051910615053580314,-0.0517204153376265,
1584893.192461111,0,-2.0000198330603035e-18,0,-0.00019916355240641199,-3.521529018538845e-18,5.521548851599149e-18,0.04951291769365693,-0.04931375414125051,
1659586.9074375562,0,-2.000021746518186e-18,0,-0.00020854984145598522,-3.299751431187074e-18,5.2997731777052596e-18,0.04722024387047438,-0.0470116940290184,
1737800.8287493729,0,-2.0000238445830325e-18,0,-0.00021837849268005135,-3.0974965153737347e-18,5.0975203599567676e-18,0.0450277305154694,-0.04480935202278935,
1819700.8586099788,0,-2.0000261450653916e-18,0,-0.00022867035396560595,-2.9130473219386398e-18,4.913073467004032e-18,0.042930727013860824,-0.04270205665989522,
1905460.7179632443,0,-2.0000286674941384e-18,0,-0.00023944725573029046,-2.7448380551309223e-18,4.744866722625061e-18,0.040924785340071386,-0.0406853380843411,
1995262.3149688747,0,-2.000031433282261e-18,0,-0.0002507320572276312,-2.5914407805133895e-18,4.591472213795651e-18,0.03900565062286988,-0.03875491856564225,
2089296.1308540367,0,-2.000034465908632e-18,0,-0.0002625486950345848,-2.4515533031763354e-18,4.451587769084968e-18,0.037169252120218065,-0.036906703425183485,
2187761.6239495473,0,-2.0000377911173253e-18,0,-0.00027492223382422293,-2.3239881133587796e-18,4.324025904476105e-18,0.035411694584681755,-0.035136772350857534,
2290867.65276777,0,-2.0000414371361555e-18,0,-0.00028787891953126877,-2.2076623056359004e-18,4.207703742772056e-18,0.03372925000108808,-0.033441371081556814,
2398832.919019485,0,-2.0000454349163047e-18,0,-0.0003014462350232389,-2.101588386096488e-18,4.101633821012793e-18,0.0321183496789061,-0.03181690344388286,
2511886.431509577,0,-2.000049818395072e-18,0,-0.00031565295839529475,-2.004865889472035e-18,4.004915707867107e-18,0.030575576682575174,-0.030259923724179877,
2630267.9918953762,0,-2.0000546247839633e-18,0,-0.0003305292240124357,-1.9166737350551427e-18,3.916728359839106e-18,0.02909765858372702,-0.028767129359714583,
2754228.7033381634,0,-2.000059894884585e-18,0,-0.0003461065864285327,-1.836263256516218e-18,3.836323151400803e-18,0.027681460519925934,-0.0273353539334974,
2884031.5031266,0,-2.000065673435008e-18,0,-0.00036241808731776216,-1.7629518464484526e-18,3.76301751988346e-18,0.026323978545205743,-0.02596156045788798,
3019951.720402007,0,-2.000072009489552e-18,0,-0.00037949832556043205,-1.6961171616892866e-18,3.696189171178839e-18,0.025022333258297204,-0.024642834932736772,
3162277.660168373,0,-2.000078956835209e-18,0,-0.0003973835306318432,-1.6351918402272275e-18,3.6352707970624365e-18,0.02377376369503212,-0.023376380164400277,
3311311.2148259077,0,-2.000086574448243e-18,0,-0.0004161116394498626,-1.5796586848455926e-18,3.5797452592938355e-18,0.02257562147196822,-0.022159509832518354,
3467368.5045253094,0,-2.0000949269948413e-18,0,-0.0004357223768442136,-1.529046272616973e-18,3.529141199611815e-18,0.021425365168812712,-0.0209896427919685,
3630780.5477010026,0,-2.0001040853800692e-18,0,-0.00045625733981816786,-1.4829249529772627e-18,3.483029038357332e-18,0.020320554937729003,-0.01986429759791084,
3801893.963205605,0,-2.0001141273497833e-18,0,-0.00047776008578136447,-1.4409032004067733e-18,3.441017327756556e-18,0.019258847328092434,-0.01878108724231107,
3981071.705534961,0,-2.0001251381506207e-18,0,-0.0005002762249409129,-1.4026242907562027e-18,3.4027494289068234e-18,0.018237990315717427,-0.017737714090776513,
4168693.8347033467,0,-2.0001372112536612e-18,0,-0.0005238535170467639,-1.367763273002658e-18,3.3679004842563194e-18,0.01725581852601197,-0.016731965008965205,
4365158.322401647,0,-2.000150449147905e-18,0,-0.0005485419726965345,-1.3360242107288977e-18,3.3361746598768028e-18,0.01631024864092812,-0.015761706668231585,
4570881.896148742,0,-2.0001649642103064e-18,0,-0.0005743939594146988,-1.307137669908569e-18,3.307302634118875e-18,0.015399274979964765,-0.014824881020550067,
4786300.9232263705,0,-2.0001808796597446e-18,0,-0.0006014643127311203,-1.2808584316712044e-18,3.2810393113309492e-18,0.014520965245850715,-0.013919500933119593,
