1000000,72.67446716414248,
1258925.4117941635,72.83803611646611,
1584893.192461111,72.83356672917179,
1995262.3149688747,72.66061487003502,
2511886.431509577,72.28638720886623,
3162277.660168373,71.64233808058802,
3981071.7055349695,70.61879096352898,
5011872.336272715,69.06197267183921,
6309573.444801917,66.78221004031323,
7943282.347242805,63.58616390672026,
9999999.99999998,59.34242451267009,
12589254.117941663,54.06760295227596,
15848931.924611108,47.983735638912776,
19952623.149688747,41.48891996096773,
25118864.31509577,35.039821582906754,
31622776.60168373,29.018844894223292,
39810717.05534969,23.661384985673088,
50118723.36272714,19.05694466048701,
63095734.44801917,15.190836428495048,
79432823.47242805,11.991300522238854,
99999999.99999979,9.365289321598953,
